0.003784989	0.00375
0.003854988	0.00375
0.003925005	0.00375
0.003995036	0.00375
0.004065073	0.00375
0.004135116	0.003750008
0.004205204	0.003750526
0.00427529	0.003751685
0.004345367	0.003753498
0.004415423	0.003755967
0.004485444	0.003759089
0.004555422	0.003762865
0.004625346	0.003767294
0.004695209	0.003772374
0.004765002	0.003778106
0.00483472	0.003784486
0.004904357	0.003791515
0.004973909	0.003799192
0.005043373	0.003807516
0.005112747	0.003816486
0.005182029	0.003826102
0.005251219	0.003836364
0.005320318	0.003847272
0.005389329	0.003858827
0.005458252	0.003871029
0.005527072	0.003883877
0.005595747	0.003897362
0.005664289	0.003911487
0.005732703	0.003926267
0.005800981	0.003941757
0.005869107	0.003958013
0.005937053	0.00397509
0.006004794	0.003992945
0.006072396	0.004011247
0.006139968	0.004029613
0.00620762	0.004047664
0.006275445	0.004065068
0.006343461	0.004081705
0.006411674	0.004097515
0.006480088	0.004112434
0.006548703	0.004126408
0.006617508	0.004139419
0.006686486	0.004151466
0.006755625	0.004162545
0.006824911	0.004172655
0.00689433	0.004181793
0.006963868	0.004189958
0.007033513	0.004197148
0.007103252	0.004203362
0.007173073	0.0042086
0.007242972	0.004212852
0.007312978	0.004216087
0.007383055	0.004218268
0.007453163	0.004219359
0.007523266	0.00421929
0.007593329	0.004217855
0.007663308	0.004214816
0.007733147	0.004209927
0.007802771	0.004202993
0.007872118	0.004194012
0.007941152	0.004183024
0.008009852	0.004170072
0.008078211	0.004155186
0.00814618	0.00413838
0.008213652	0.004119677
0.008280574	0.004099091
0.008346894	0.00407664
0.008412561	0.004052339
0.008477522	0.004026208
0.008541726	0.003998269
0.008605122	0.003968542
0.00866766	0.003937052
0.008729291	0.003903824
0.008789966	0.003868883
0.008849638	0.003832258
0.008908258	0.003793978
0.008965703	0.003754155
0.009022071	0.003712961
0.009077545	0.003670586
0.009132029	0.003626787
0.00918496	0.003580848
0.009235785	0.003532534
0.009285128	0.003482811
0.009334058	0.003432667
0.009383019	0.003382477
0.009431996	0.003332269
0.009480967	0.003282068
0.009529907	0.003231899
0.009578805	0.003181773
0.009627699	0.003131651
0.009676593	0.00308153
0.009725487	0.003031408
0.009774381	0.002981286
0.009823274	0.002931164
0.009872179	0.002881032
0.009921177	0.002830802
0.009970115	0.002780636
0.01002066	0.002733056
0.010085994	0.002720872
0.010146726	0.002753848
