-0.022951916	0.015
-0.022729694	0.015
-0.022507471	0.015
-0.022285249	0.015
-0.022063027	0.015
-0.021840805	0.015
-0.021618582	0.015
-0.02139636	0.015
-0.021174138	0.015
-0.020951916	0.015
-0.020729694	0.015
-0.020507471	0.015
-0.020285249	0.015
-0.020063027	0.015
-0.019840805	0.015
-0.019618582	0.015
-0.01939636	0.015
-0.019174138	0.015
-0.018951916	0.015
-0.018729694	0.015
-0.018507471	0.015
-0.018285249	0.015
-0.018063027	0.015
-0.017840805	0.015
-0.017618582	0.015
-0.01739636	0.015
-0.017174138	0.015
-0.016951916	0.015
-0.016729694	0.015
-0.016507471	0.015
-0.016285249	0.015
-0.016063027	0.015
-0.015840805	0.015
-0.015618582	0.015
-0.01539636	0.015
-0.015040212	0.015
-0.014906286	0.015
-0.014772359	0.015
-0.014638433	0.015
-0.014504507	0.015
-0.014370581	0.015
-0.014236655	0.015
-0.014102728	0.015
-0.013968802	0.015
-0.013834876	0.015
-0.01370095	0.015
-0.013567023	0.015
-0.013433097	0.015
-0.013299171	0.015
-0.013165245	0.015
-0.013031319	0.015
-0.012897392	0.015
-0.012763466	0.015
-0.01262954	0.015
-0.012495614	0.015
-0.012361688	0.015
-0.012227761	0.015
-0.012093835	0.015
-0.011959909	0.015
-0.011825983	0.015
-0.011692057	0.015
-0.01155813	0.015
-0.011424204	0.015
-0.011290278	0.015
-0.011156352	0.015
-0.011022426	0.015
-0.010888499	0.015
-0.010754573	0.015
-0.010620647	0.015
-0.010486721	0.015
-0.010352794	0.015
-0.010218868	0.015
-0.010084942	0.015
-0.009951016	0.015
-0.00981709	0.015
-0.009683163	0.015
-0.009549237	0.015
-0.009415311	0.015
-0.009281385	0.015
-0.009147459	0.015
-0.009013532	0.015
-0.008879606	0.015
-0.00874568	0.015
-0.008611754	0.015
-0.008477828	0.015
-0.008343897	0.015
-0.008209943	0.015
-0.008075969	0.015
-0.007941983	0.015
-0.007807993	0.015
-0.007674008	0.015
-0.007540034	0.015
-0.007406081	0.015
-0.007272156	0.015
-0.007138268	0.015
-0.007004452	0.014999708
-0.006870671	0.014997762
-0.006736905	0.014992558
-0.006603384	0.014982618
-0.006470373	0.014967926
-0.006337866	0.01494949
-0.006205749	0.014928288
-0.00607396	0.014904942
-0.005942568	0.014879286
-0.005811663	0.014851041
-0.005681349	0.014819962
-0.005551711	0.014785976
-0.005422833	0.014749102
-0.005294806	0.014709365
-0.005167725	0.014666797
-0.005041691	0.014621433
-0.004916736	0.01457329
-0.004792898	0.014522383
-0.00467023	0.014468737
-0.004548789	0.014412376
-0.004428633	0.014353326
-0.004309816	0.014291616
-0.004192398	0.014227275
-0.004076435	0.014160334
-0.003961985	0.014090825
-0.003849105	0.014018783
-0.003737851	0.013944243
-0.00362828	0.013867243
-0.003520446	0.01378782
-0.003414405	0.013706015
-0.003310209	0.013621869
-0.003207911	0.013535423
-0.003107562	0.013446721
-0.003009211	0.013355807
-0.002912908	0.013262725
-0.002818698	0.01316752
-0.002726627	0.013070238
-0.002636739	0.012970923
-0.002549076	0.012869623
-0.002463679	0.012766381
-0.002229969	0.012466257
-0.002079168	0.012271245
-0.001927969	0.012076428
-0.001776039	0.011882115
-0.001622989	0.011688659
-0.001468429	0.011496418
-0.001312004	0.011305733
-0.001153417	0.011116905
-0.000992441	0.010930182
-0.000828912	0.01074576
-0.000662711	0.01056378
-0.000493762	0.010384332
-0.000322019	0.010207468
-0.000147555	0.010033296
2.95754E-05	0.009861862
0.000209316	0.00969317
0.0003916	0.009527217
0.000576345	0.009363984
0.000763466	0.009203451
0.000952872	0.009045589
0.00114447	0.008890366
0.001338164	0.008737746
0.001533859	0.008587693
0.001731461	0.008440168
0.001930873	0.008295133
0.002131995	0.008152553
0.002334732	0.008012393
0.002539022	0.007874591
0.002744807	0.007739092
0.002952032	0.00760584
0.003160644	0.00747478
0.003370592	0.00734586
0.003581826	0.007219031
0.003794301	0.007094246
0.004007969	0.006971458
0.004222787	0.006850624
0.004438711	0.006731702
0.0046557	0.006614651
0.004873711	0.006499434
0.005092704	0.006386015
0.00531264	0.006274359
0.005533479	0.00616443
0.005755182	0.0060562
0.00597771	0.005949636
0.006201026	0.00584471
0.006425092	0.005741394
0.006649869	0.005639662
0.00687532	0.005539488
0.007101408	0.005440847
0.007328094	0.005343716
0.007555347	0.00524807
0.007783171	0.005153872
0.008011553	0.005061089
0.008240477	0.004969696
0.008469926	0.004879666
0.008699886	0.004790976
0.008930342	0.004703599
0.009161279	0.004617512
0.009392685	0.004532693
0.009624546	0.00444912
0.009856851	0.00436677
0.010089585	0.004285624
0.010322739	0.00420566
0.010556301	0.004126861
0.010790259	0.004049207
0.011024602	0.00397268
0.011259321	0.003897261
0.011494404	0.003822934
0.011729841	0.003749683
0.011965623	0.003677491
0.01220174	0.003606342
0.012438181	0.003536221
0.012674937	0.003467114
0.012911999	0.003399006
0.013149358	0.003331884
0.013387003	0.003265733
0.013624927	0.00320054
0.013863119	0.003136293
0.014101571	0.00307298
0.014340273	0.003010587
0.014579217	0.002949104
0.014818393	0.002888518
0.015057793	0.002828819
0.015297408	0.002769994
0.015537229	0.002712035
0.015777246	0.002654931
0.016017451	0.00259867
0.016257835	0.002543243
0.016498388	0.002488641
0.016739103	0.002434853
0.01697997	0.002381872
0.01722098	0.002329687
0.017462123	0.002278289
0.017703392	0.00222767
0.017944776	0.002177821
0.018186267	0.002128734
0.018427855	0.002080401
0.018669532	0.002032814
0.018911288	0.001985964
0.019153114	0.001939844
